;Preco Diesel [R$];Cotacao Dolar;Preco Razao Elepot [USD];Preco R.E. Cor. Dolar [R$];Preco Bat [USD];Preco Bat Cor. Dolar [R$];Preco UC [USD];Preco UC Cor. Dolar [R$];C-rate;Np,b;Np,uc;Volume Total [L];Energia Total Bat. [kWh];Energia Total UC. [kWh];Energia Total [kWh];Pth [kW];VPL [R$]
424;5,78;6,31;5;31,55;218,88128;1381,140877;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;15162774,31
425;5,78;6,31;5;31,55;218,88128;1381,140877;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;15706086,23
426;5,78;6,31;5;31,55;218,88128;1381,140877;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;6895404,638
427;5,78;6,31;5;31,55;218,88128;1381,140877;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;15162774,31
428;5,78;6,31;5;31,55;218,88128;1381,140877;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;15706086,23
429;5,78;6,31;5;31,55;218,88128;1381,140877;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;6895404,638
430;5,78;6,31;5;31,55;218,88128;1381,140877;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;15162774,31
431;5,78;6,31;5;31,55;218,88128;1381,140877;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;15706086,23
432;5,78;6,31;10;63,1;40,384;254,82304;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;7831728,025
433;5,78;6,31;10;63,1;40,384;254,82304;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;17083682,98
434;5,78;6,31;10;63,1;40,384;254,82304;36,9135;232,924185;10;5;0;1144,32;245,76;0;245,76;2000;17444325,91
435;5,78;6,31;10;63,1;40,384;254,82304;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;7831728,025
436;5,78;6,31;10;63,1;40,384;254,82304;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;17083682,98
437;5,78;6,31;10;63,1;40,384;254,82304;61,5225;388,206975;10;5;0;1144,32;245,76;0;245,76;2000;17444325,91
438;5,78;6,31;10;63,1;40,384;254,82304;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;7831728,025
439;5,78;6,31;10;63,1;40,384;254,82304;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;17083682,98
440;5,78;6,31;10;63,1;40,384;254,82304;86,1315;543,489765;10;5;0;1144,32;245,76;0;245,76;2000;17444325,91
441;5,78;6,31;10;63,1;80,768;509,64608;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;7605614,136
442;5,78;6,31;10;63,1;80,768;509,64608;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;16634812,24
443;5,78;6,31;10;63,1;80,768;509,64608;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;17030930,08
444;5,78;6,31;10;63,1;80,768;509,64608;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;7605614,136
445;5,78;6,31;10;63,1;80,768;509,64608;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;16634812,24
446;5,78;6,31;10;63,1;80,768;509,64608;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;17030930,08
447;5,78;6,31;10;63,1;80,768;509,64608;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;7605614,136
448;5,78;6,31;10;63,1;80,768;509,64608;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;16634812,24
449;5,78;6,31;10;63,1;80,768;509,64608;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;17030930,08
450;5,78;6,31;10;63,1;218,88128;1381,140877;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;6832304,638
451;5,78;6,31;10;63,1;218,88128;1381,140877;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;15099674,31
452;5,78;6,31;10;63,1;218,88128;1381,140877;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;15642986,23
453;5,78;6,31;10;63,1;218,88128;1381,140877;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;6832304,638
454;5,78;6,31;10;63,1;218,88128;1381,140877;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;15099674,31
455;5,78;6,31;10;63,1;218,88128;1381,140877;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;15642986,23
456;5,78;6,31;10;63,1;218,88128;1381,140877;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;6832304,638
457;5,78;6,31;10;63,1;218,88128;1381,140877;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;15099674,31
458;5,78;6,31;10;63,1;218,88128;1381,140877;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;15642986,23
459;5,78;6,31;20;126,2;40,384;254,82304;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;7705528,025
460;5,78;6,31;20;126,2;40,384;254,82304;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;16957482,98
461;5,78;6,31;20;126,2;40,384;254,82304;36,9135;232,924185;10;5;0;1144,32;245,76;0;245,76;2000;17318125,91
462;5,78;6,31;20;126,2;40,384;254,82304;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;7705528,025
463;5,78;6,31;20;126,2;40,384;254,82304;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;16957482,98
464;5,78;6,31;20;126,2;40,384;254,82304;61,5225;388,206975;10;5;0;1144,32;245,76;0;245,76;2000;17318125,91
465;5,78;6,31;20;126,2;40,384;254,82304;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;7705528,025
466;5,78;6,31;20;126,2;40,384;254,82304;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;16957482,98
467;5,78;6,31;20;126,2;40,384;254,82304;86,1315;543,489765;10;5;0;1144,32;245,76;0;245,76;2000;17318125,91
468;5,78;6,31;20;126,2;80,768;509,64608;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;7479414,136
469;5,78;6,31;20;126,2;80,768;509,64608;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;16508612,24
470;5,78;6,31;20;126,2;80,768;509,64608;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;16904730,08
471;5,78;6,31;20;126,2;80,768;509,64608;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;7479414,136
472;5,78;6,31;20;126,2;80,768;509,64608;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;16508612,24
473;5,78;6,31;20;126,2;80,768;509,64608;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;16904730,08
474;5,78;6,31;20;126,2;80,768;509,64608;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;7479414,136
475;5,78;6,31;20;126,2;80,768;509,64608;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;16508612,24
476;5,78;6,31;20;126,2;80,768;509,64608;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;16904730,08
477;5,78;6,31;20;126,2;218,88128;1381,140877;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;6706104,638
478;5,78;6,31;20;126,2;218,88128;1381,140877;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;14973474,31
479;5,78;6,31;20;126,2;218,88128;1381,140877;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;15516786,23
480;5,78;6,31;20;126,2;218,88128;1381,140877;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;6706104,638
481;5,78;6,31;20;126,2;218,88128;1381,140877;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;14973474,31
482;5,78;6,31;20;126,2;218,88128;1381,140877;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;15516786,23
483;5,78;6,31;20;126,2;218,88128;1381,140877;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;6706104,638
484;5,78;6,31;20;126,2;218,88128;1381,140877;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;14973474,31
485;5,78;6,31;20;126,2;218,88128;1381,140877;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;15516786,23
486;7,46;4,58;5;22,9;29,312;134,24896;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;10352873,88
487;7,46;4,58;5;22,9;29,312;134,24896;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;22419797,11
488;7,46;4,58;5;22,9;29,312;134,24896;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;22879306,59
489;7,46;4,58;5;22,9;29,312;134,24896;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;10352873,88
490;7,46;4,58;5;22,9;29,312;134,24896;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;22419797,11
491;7,46;4,58;5;22,9;29,312;134,24896;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;22879306,59
492;7,46;4,58;5;22,9;29,312;134,24896;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;10352873,88
493;7,46;4,58;5;22,9;29,312;134,24896;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;22419797,11
494;7,46;4,58;5;22,9;29,312;134,24896;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;22879306,59
495;7,46;4,58;5;22,9;58,624;268,49792;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;10188753,18
496;7,46;4,58;5;22,9;58,624;268,49792;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;22093992,36
497;7,46;4,58;5;22,9;58,624;268,49792;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;22561156,91
498;7,46;4,58;5;22,9;58,624;268,49792;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;10188753,18
499;7,46;4,58;5;22,9;58,624;268,49792;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;22093992,36
500;7,46;4,58;5;22,9;58,624;268,49792;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;22561156,91
501;7,46;4,58;5;22,9;58,624;268,49792;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;10188753,18
502;7,46;4,58;5;22,9;58,624;268,49792;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;22093992,36
503;7,46;4,58;5;22,9;58,624;268,49792;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;22561156,91
504;7,46;4,58;5;22,9;158,87104;727,6293632;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;9627460,393
505;7,46;4,58;5;22,9;158,87104;727,6293632;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;20979740,1
506;7,46;4,58;5;22,9;158,87104;727,6293632;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;21549211,44
507;7,46;4,58;5;22,9;158,87104;727,6293632;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;9627460,393
508;7,46;4,58;5;22,9;158,87104;727,6293632;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;20979740,1
509;7,46;4,58;5;22,9;158,87104;727,6293632;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;2000;21549211,44
510;7,46;4,58;5;22,9;158,87104;727,6293632;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;9627460,393
511;7,46;4,58;5;22,9;158,87104;727,6293632;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;20979740,1
512;7,46;4,58;5;22,9;158,87104;727,6293632;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;2000;21549211,44
513;7,46;4,58;10;45,8;29,312;134,24896;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;10307073,88
514;7,46;4,58;10;45,8;29,312;134,24896;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;22373997,11
515;7,46;4,58;10;45,8;29,312;134,24896;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;22833506,59
516;7,46;4,58;10;45,8;29,312;134,24896;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;10307073,88
517;7,46;4,58;10;45,8;29,312;134,24896;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;22373997,11
518;7,46;4,58;10;45,8;29,312;134,24896;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;22833506,59
519;7,46;4,58;10;45,8;29,312;134,24896;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;10307073,88
520;7,46;4,58;10;45,8;29,312;134,24896;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;22373997,11
521;7,46;4,58;10;45,8;29,312;134,24896;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;22833506,59
522;7,46;4,58;10;45,8;58,624;268,49792;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;10142953,18
523;7,46;4,58;10;45,8;58,624;268,49792;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;22048192,36
524;7,46;4,58;10;45,8;58,624;268,49792;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;22515356,91
525;7,46;4,58;10;45,8;58,624;268,49792;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;10142953,18
526;7,46;4,58;10;45,8;58,624;268,49792;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;22048192,36
527;7,46;4,58;10;45,8;58,624;268,49792;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;22515356,91
528;7,46;4,58;10;45,8;58,624;268,49792;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;10142953,18
529;7,46;4,58;10;45,8;58,624;268,49792;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;22048192,36
530;7,46;4,58;10;45,8;58,624;268,49792;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;22515356,91
531;7,46;4,58;10;45,8;158,87104;727,6293632;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;9581660,393
532;7,46;4,58;10;45,8;158,87104;727,6293632;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;20933940,1
533;7,46;4,58;10;45,8;158,87104;727,6293632;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;21503411,44
534;7,46;4,58;10;45,8;158,87104;727,6293632;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;9581660,393
535;7,46;4,58;10;45,8;158,87104;727,6293632;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;20933940,1
536;7,46;4,58;10;45,8;158,87104;727,6293632;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;2000;21503411,44
537;7,46;4,58;10;45,8;158,87104;727,6293632;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;9581660,393
538;7,46;4,58;10;45,8;158,87104;727,6293632;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;20933940,1
539;7,46;4,58;10;45,8;158,87104;727,6293632;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;2000;21503411,44
540;7,46;4,58;20;91,6;29,312;134,24896;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;10215473,88
541;7,46;4,58;20;91,6;29,312;134,24896;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;22282397,11
542;7,46;4,58;20;91,6;29,312;134,24896;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;22741906,59
543;7,46;4,58;20;91,6;29,312;134,24896;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;10215473,88
544;7,46;4,58;20;91,6;29,312;134,24896;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;22282397,11
545;7,46;4,58;20;91,6;29,312;134,24896;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;22741906,59
546;7,46;4,58;20;91,6;29,312;134,24896;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;10215473,88
547;7,46;4,58;20;91,6;29,312;134,24896;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;22282397,11
548;7,46;4,58;20;91,6;29,312;134,24896;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;22741906,59
549;7,46;4,58;20;91,6;58,624;268,49792;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;10051353,18
550;7,46;4,58;20;91,6;58,624;268,49792;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;21956592,36
551;7,46;4,58;20;91,6;58,624;268,49792;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;22423756,91
552;7,46;4,58;20;91,6;58,624;268,49792;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;10051353,18
553;7,46;4,58;20;91,6;58,624;268,49792;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;21956592,36
554;7,46;4,58;20;91,6;58,624;268,49792;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;22423756,91
555;7,46;4,58;20;91,6;58,624;268,49792;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;10051353,18
556;7,46;4,58;20;91,6;58,624;268,49792;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;21956592,36
557;7,46;4,58;20;91,6;58,624;268,49792;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;22423756,91
558;7,46;4,58;20;91,6;158,87104;727,6293632;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;9490060,393
559;7,46;4,58;20;91,6;158,87104;727,6293632;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;20842340,1
560;7,46;4,58;20;91,6;158,87104;727,6293632;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;21411811,44
561;7,46;4,58;20;91,6;158,87104;727,6293632;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;9490060,393
562;7,46;4,58;20;91,6;158,87104;727,6293632;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;20842340,1
563;7,46;4,58;20;91,6;158,87104;727,6293632;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;2000;21411811,44
564;7,46;4,58;20;91,6;158,87104;727,6293632;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;9490060,393
565;7,46;4,58;20;91,6;158,87104;727,6293632;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;20842340,1
566;7,46;4,58;20;91,6;158,87104;727,6293632;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;2000;21411811,44
567;7,46;5,3;5;26,5;33,92;179,776;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10319873,25
568;7,46;5,3;5;26,5;33,92;179,776;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;22361378,9
569;7,46;5,3;5;26,5;33,92;179,776;31,005;164,3265;10;5;0;1144,32;245,76;0;245,76;2000;22822091,8
570;7,46;5,3;5;26,5;33,92;179,776;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10319873,25
571;7,46;5,3;5;26,5;33,92;179,776;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;22361378,9
572;7,46;5,3;5;26,5;33,92;179,776;51,675;273,8775;10;5;0;1144,32;245,76;0;245,76;2000;22822091,8
573;7,46;5,3;5;26,5;33,92;179,776;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10319873,25
574;7,46;5,3;5;26,5;33,92;179,776;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;22361378,9
575;7,46;5,3;5;26,5;33,92;179,776;72,345;383,4285;10;5;0;1144,32;245,76;0;245,76;2000;22822091,8
576;7,46;5,3;5;26,5;67,84;359,552;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10129951,91
577;7,46;5,3;5;26,5;67,84;359,552;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;21984355,93
578;7,46;5,3;5;26,5;67,84;359,552;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;22456811,02
579;7,46;5,3;5;26,5;67,84;359,552;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10129951,91
580;7,46;5,3;5;26,5;67,84;359,552;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;21984355,93
581;7,46;5,3;5;26,5;67,84;359,552;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;22456811,02
582;7,46;5,3;5;26,5;67,84;359,552;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10129951,91
583;7,46;5,3;5;26,5;67,84;359,552;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;21984355,93
584;7,46;5,3;5;26,5;67,84;359,552;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;22456811,02
585;7,46;5,3;5;26,5;183,8464;974,38592;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;9480420,957
586;7,46;5,3;5;26,5;183,8464;974,38592;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;20694937,38
587;7,46;5,3;5;26,5;183,8464;974,38592;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;21291026,18
588;7,46;5,3;5;26,5;183,8464;974,38592;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;9480420,957
589;7,46;5,3;5;26,5;183,8464;974,38592;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;20694937,38
590;7,46;5,3;5;26,5;183,8464;974,38592;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;21291026,18
591;7,46;5,3;5;26,5;183,8464;974,38592;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;9480420,957
592;7,46;5,3;5;26,5;183,8464;974,38592;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;20694937,38
593;7,46;5,3;5;26,5;183,8464;974,38592;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;21291026,18
594;7,46;5,3;10;53;33,92;179,776;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10266873,25
595;7,46;5,3;10;53;33,92;179,776;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;22308378,9
596;7,46;5,3;10;53;33,92;179,776;31,005;164,3265;10;5;0;1144,32;245,76;0;245,76;2000;22769091,8
597;7,46;5,3;10;53;33,92;179,776;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10266873,25
598;7,46;5,3;10;53;33,92;179,776;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;22308378,9
599;7,46;5,3;10;53;33,92;179,776;51,675;273,8775;10;5;0;1144,32;245,76;0;245,76;2000;22769091,8
600;7,46;5,3;10;53;33,92;179,776;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10266873,25
601;7,46;5,3;10;53;33,92;179,776;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;22308378,9
602;7,46;5,3;10;53;33,92;179,776;72,345;383,4285;10;5;0;1144,32;245,76;0;245,76;2000;22769091,8
603;7,46;5,3;10;53;67,84;359,552;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10076951,91
604;7,46;5,3;10;53;67,84;359,552;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;21931355,93
605;7,46;5,3;10;53;67,84;359,552;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;22403811,02
606;7,46;5,3;10;53;67,84;359,552;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10076951,91
607;7,46;5,3;10;53;67,84;359,552;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;21931355,93
608;7,46;5,3;10;53;67,84;359,552;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;22403811,02
609;7,46;5,3;10;53;67,84;359,552;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10076951,91
610;7,46;5,3;10;53;67,84;359,552;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;21931355,93
611;7,46;5,3;10;53;67,84;359,552;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;22403811,02
612;7,46;5,3;10;53;183,8464;974,38592;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;9427420,957
613;7,46;5,3;10;53;183,8464;974,38592;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;20641937,38
614;7,46;5,3;10;53;183,8464;974,38592;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;21238026,18
615;7,46;5,3;10;53;183,8464;974,38592;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;9427420,957
616;7,46;5,3;10;53;183,8464;974,38592;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;20641937,38
617;7,46;5,3;10;53;183,8464;974,38592;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;21238026,18
618;7,46;5,3;10;53;183,8464;974,38592;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;9427420,957
619;7,46;5,3;10;53;183,8464;974,38592;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;20641937,38
620;7,46;5,3;10;53;183,8464;974,38592;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;21238026,18
621;7,46;5,3;20;106;33,92;179,776;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10160873,25
622;7,46;5,3;20;106;33,92;179,776;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;22202378,9
623;7,46;5,3;20;106;33,92;179,776;31,005;164,3265;10;5;0;1144,32;245,76;0;245,76;2000;22663091,8
624;7,46;5,3;20;106;33,92;179,776;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10160873,25
625;7,46;5,3;20;106;33,92;179,776;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;22202378,9
626;7,46;5,3;20;106;33,92;179,776;51,675;273,8775;10;5;0;1144,32;245,76;0;245,76;2000;22663091,8
627;7,46;5,3;20;106;33,92;179,776;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10160873,25
628;7,46;5,3;20;106;33,92;179,776;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;22202378,9
629;7,46;5,3;20;106;33,92;179,776;72,345;383,4285;10;5;0;1144,32;245,76;0;245,76;2000;22663091,8
630;7,46;5,3;20;106;67,84;359,552;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;9970951,915
631;7,46;5,3;20;106;67,84;359,552;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;21825355,93
632;7,46;5,3;20;106;67,84;359,552;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;22297811,02
633;7,46;5,3;20;106;67,84;359,552;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;9970951,915
634;7,46;5,3;20;106;67,84;359,552;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;21825355,93
635;7,46;5,3;20;106;67,84;359,552;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;22297811,02
636;7,46;5,3;20;106;67,84;359,552;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;9970951,915
637;7,46;5,3;20;106;67,84;359,552;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;21825355,93
638;7,46;5,3;20;106;67,84;359,552;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;22297811,02
